"
USER:," good. don't have much to do today, feels good. how are you?<|endoftext|>
"
USER:," i'm dressed very wel today so i feel good! i've been reading a lot about the psychology of positive outlook.<|endoftext|>
"
USER:," so what's your outlook? something blue?<|endoftext|>
"
USER:," yes. blue is a tranquil colour. it's a good metaphor. do you have good advice for positivity?<|endoftext|>
"
USER:," you should drink more water, do some push up, and sleep early.<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hey, how are you?<|endoftext|>
"
USER:," i'm a bit sad. i miss my cat.<|endoftext|>
"
USER:," oh noâ€¦ have you sent out the missing cat posters? hope your cat is alright!<|endoftext|>
"
USER:," posters is a great idea. so far i've just tried banging her catfood dish and shouting her name. anyway, how is your day going so far?<|endoftext|>
"
USER:," yea, i know they love the plastic bag sound all the time. i am good, nothing special though.<|endoftext|>
"
USER:," if you could go anywhere on vacation, where would you go?<|endoftext|>
"
USER:," i like rainforest, but i know it requires extensive training beforehand.<|endoftext|>
"
USER:," i heard there are rainforests in southeast asia where you can zipline from tree to tree.<|endoftext|>
"
USER:,")<|endoftext|>
"
USER:," i won't lie, it sounds scary. i'm scared right now just thinking about it.<|endoftext|>
"
USER:," i don't know if there is any medication for acrophobia. i want to take plenty of it if i really have to do it.<|endoftext|>
"
USER:," if there isn't one, you should invent it, and then make millions<|endoftext|>
"
USER:," that's a great idea! maybe alcohol is such a thing.<|endoftext|>
"
USER:," ha! don't drink and zipline, mate!<|endoftext|>
"
USER:," oops. i won't do it again. ha<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hey sup<|endoftext|>
"
USER:," not much. any plans this weekend?<|endoftext|>
"
USER:," i'm going to try that thing where you hang from a wire as you go down. do you know what is it called?<|endoftext|>
"
USER:," ziplining?<|endoftext|>
"
USER:," that's the one! have you ever tried it?<|endoftext|>
"
USER:," i have a couple years ago. it's quite a unique experience<|endoftext|>
"
USER:," where did you do it?<|endoftext|>
"
USER:," i forgot where it was, it wasn't local i don't think though<|endoftext|>
"
USER:," no worries. what's the most exciting thing you ever done?<|endoftext|>
"
USER:," that's a hard question and i'm tired so i'm going to go. see you<|endoftext|>
"
USER:," sure. are you just going home now?<|endoftext|>
"
USER:," no, i'm going to get a massage first<|endoftext|>
"
USER:," nice. what type?<|endoftext|>
"
USER:," traditional kind<|endoftext|>
"
USER:," yeah i want to get one too soon<|endoftext|>
"
USER:," you should! it's relaxing after a long day. talk to you later!<|endoftext|>
"
USER:," ttyl!<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hello, have you seen any good movies lately?<|endoftext|>
"
USER:," i watched a few lately, but nothing is as good as avatar. what's your favorite?<|endoftext|>
"
USER:," i have never seen avatar, what is it about? i really enjoy the avenger movies<|endoftext|>
"
USER:," it's a science-fiction movie with beautiful landscape of an imaginary nature with non-human creatures. people figured out a way to join that nature through avatar transformation. the movie ends with a meaningful story of how human behaviors, e.g., cutting trees, have affected nature<|endoftext|>
"
USER:," that sounds really cool! i think that movie did really well when it was in the box office so it must be good!<|endoftext|>
"
USER:," yea. what else do you like to do beside movies?<|endoftext|>
"
USER:," i enjoy baking cookies. i am on a quest to bake the best chocolate chip cookie ðÿ‚ what about you?<|endoftext|>
"
USER:," i enjoy eating ðÿ‚<|endoftext|>
"
USER:," so definitely would like to try your best chocolate cookie<|endoftext|>
"
USER:," i will have to bake some soon and let you know. what types of food do you like to eat?<|endoftext|>
"
USER:,")<|endoftext|>
"
USER:," noodle soup is delicious! do you make homemade noodle soup or do you prefer to go out?<|endoftext|>
"
USER:," i prefer to go out. i'm not a good cook haha<|endoftext|>
"
USER:," same! even though i bake, i cannot cook<|endoftext|>
"
USER:," seems like we share a thing in common, yay!<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," good afternoon!<|endoftext|>
"
USER:," how has your week been?<|endoftext|>
"
USER:," so far so good. it is holiday season. so just chilling<|endoftext|>
"
USER:," i think i'm getting sick with a cold ðÿ˜ž so you should chill on my behalf too cause i'm out the game for all of december.<|endoftext|>
"
USER:," lol sorry to hear that. are you planning anything fun for december?<|endoftext|>
"
USER:," nothing exciting. i'll be posted up at home for the most part. i did a lot of travelling this year so my budget would have stopped me even if i wasn't sick.<|endoftext|>
"
USER:," ðÿ˜‚<|endoftext|>
"
USER:," do you have big plans?<|endoftext|>
"
USER:," yes! i am going to hawaii! this will be my first time visiting hawaii. really excited about it.<|endoftext|>
"
USER:," i love hawaii. it's a good place to be. i like going there cause it's humid so i never have to put on lotion.<|endoftext|>
"
USER:," lol this is the first time i heard from a boy who cares about humidity and lotion. i cannot agree more.<|endoftext|>
"
USER:," brooooo!!! it's so important. when i got to california beaches i have to carry 3 litres of lotion for the whole day.<|endoftext|>
"
USER:," ðÿ˜‚<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," oh hello. long time no talk. how's the day going for yuo?<|endoftext|>
"
USER:," very well, thanks for asking. how has your day been?<|endoftext|>
"
USER:," getting better. i just recovered from a cold. i got wet in the rain last week. are you planning anything for the holidays?<|endoftext|>
"
USER:," glad to hear you're better. sorry to hear you were sick. i was sick a couple of weeks ago with a bad cough. there's definitely a bug going around. admit i just want to stay healthy for the holidays and plan to relax.<|endoftext|>
"
USER:," oh same here. i think relaxing at home should be counted among the best ways to enjoy the holidays.<|endoftext|>
"
USER:," definitely! i know a lot of folks travel for the holidays, but i'm happy to stay home myself!<|endoftext|>
"
USER:," i'm getting there. every year until last year, i tried to go somewhere for the christmas / new year, and then i got bored traveling. lol not sure if that means i'm getting old?<|endoftext|>
"
USER:," me too. now i have folks come visit me for the holidays! but that's also tiresome..<|endoftext|>
"
USER:," are you doing any home decorating then?<|endoftext|>
"
USER:," yes! we set up an eco-friendly (i.e. fake) christmas tree and put up some colorful led lights which is very festive.<|endoftext|>
"
USER:," i think i'm copying you. me and my wife plan to decorate and christmas tree too. we bought most of the decorative stuffs from the stores, but haven't yet to buy the tree.<|endoftext|>
"
USER:," buying a tree is a neat experience. i was torn between buying an artificial/eco-friendly/fake one vs. a real one that smells like fresh pine. in the end, we opted for the one that we can disassemble every year.<|endoftext|>
"
USER:," i see. artificial anything is better, from tree to intelligence, huh?<|endoftext|>
"
USER:," oh, very clever pun! i like it! depends. i remember having real christmas trees from childhood, but these days with climate change, i think not chopping down a tree just to decorate it and then throw it out in a month is the more responsible thing to do.<|endoftext|>
"
USER:," i see. it's probably also cheaper. i'll buy an artificial one too. do you have any suggestions for the store?<|endoftext|>
"
USER:," admit my favorite store is target, plus they often have good deals.<|endoftext|>
"
USER:," ah that's great. my wife also likes target a lot. she even made a target credit card because she comes to that store very often. okay thanks for the suggestion. i'll check out target.<|endoftext|>
"
USER:," great, i hope you find a nice tree.<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hey<|endoftext|>
"
USER:," how's your day going?<|endoftext|>
"
USER:," pretty good. yours?<|endoftext|>
"
USER:," ehh it's fine. i didn't do so well on that history test, actually..<|endoftext|>
"
USER:," oh what happened?<|endoftext|>
"
USER:,"')<|endoftext|>
"
USER:," hahah wait for real?<|endoftext|>
"
USER:," i know right! are you taking history next semester?<|endoftext|>
"
USER:," no i'm not in school anymore<|endoftext|>
"
USER:," oh i see. what do you do?<|endoftext|>
"
USER:," i train and compete in horse vaulting<|endoftext|>
"
USER:," oh wow. were you born a horse, or were you turned into one?<|endoftext|>
"
USER:," lol you're too funny<|endoftext|>
"
USER:," just kidding. that sounds pretty cool! is it your job?<|endoftext|>
"
USER:," yeah, but i part time work on a farm. helping with a bit of everything<|endoftext|>
"
USER:," wow, sounds very busy! do you with money at those horse vaulting competitions?<|endoftext|>
"
USER:," yeah some. enough to get by<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hello<|endoftext|>
"
USER:," do you have a favourite flower?<|endoftext|>
"
USER:," hmm, i haven't thought about that much, but i think lotus should be one of my favorites. why do you ask?<|endoftext|>
"
USER:," i'm working on a theory. why does the lotus spring to mind?<|endoftext|>
"
USER:," nice! lotus looks pretty cool and it has some delightful vibe. so what is this research about?<|endoftext|>
"
USER:," oh, it's not research! just a personal theory. i think that flower preferences are more revealing of personality than people appreciate.<|endoftext|>
"
USER:," interesting! whats your favorite flower?<|endoftext|>
"
USER:," the gerbera. it's like a cartoon flower. as if you drew ""flower"" with a crayon and then it came to life.<|endoftext|>
"
USER:," nice, i would love know more about your theory. like how you can deduce personality from flower preference.<|endoftext|>
"
USER:," ok, step 1 is, you ask someone what their favourite flower is. pretty much like what we just did. does that make sense so far?<|endoftext|>
"
USER:," yes<|endoftext|>
"
USER:," talk with the person some more, and ask them some more questions, and gradually develop a sense of what they're like, over the course of maybe two to five years. and voila<|endoftext|>
"
USER:,")<|endoftext|>
"
USER:," why thank you, that's a wonderful idea!<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hey how's it going<|endoftext|>
"
USER:," it's good it's good. how are you?<|endoftext|>
"
USER:," good. it's really hot today. i think i'm going to the pool<|endoftext|>
"
USER:," oh nice! where do you live?<|endoftext|>
"
USER:," i live in tokyo, japan<|endoftext|>
"
USER:," ahh yes, japan is hot during the summer. last time i was in kyoto it was 114 degrees....<|endoftext|>
"
USER:," oh have you been?<|endoftext|>
"
USER:," yes yes. i've been to tokyo as well. it's so nice!<|endoftext|>
"
USER:," what did you do here?<|endoftext|>
"
USER:," oh everything! i went to an onsen, the fish market, disney land and giant robot fighting show haha<|endoftext|>
"
USER:," lol why did you come to japan just to go to disney land?<|endoftext|>
"
USER:," the disney lands are all different! there's also disney sea, which is completely unique!<|endoftext|>
"
USER:," oh neat. i haven't heard about that robot fighting show. where is that??<|endoftext|>
"
USER:," i don't really remember what part of town it was in. it was pretty cool though - i'm sure you can find it if you google ""giant robot fighting show tokyo"" haha<|endoftext|>
"
USER:," lol ok<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," have you seen any good movies lately?<|endoftext|>
"
USER:," last weekend i saw ""the parasite."" ever heard of it?<|endoftext|>
"
USER:," no. why did you pick that movie?<|endoftext|>
"
USER:," my friend wanted to see it. it has great reviews on imdb and rotten tomatoes! what did you do last weekend?<|endoftext|>
"
USER:," i played music and worked on some side projects. i also started watching the new disney service.<|endoftext|>
"
USER:," oooo the mandalorian?!?!<|endoftext|>
"
USER:," mostly, the deleted scenes from avengers.. lol<|endoftext|>
"
USER:," lol are you a big marvel fan?<|endoftext|>
"
USER:," i loved the x-men as a kid, and even collected the comic cards. recently, i got very into the marvel cinematic universe movies. how many avengers movies have you seen?<|endoftext|>
"
USER:," i've only seen spiderman. honestly it was a little too scary and so i don't think i can bring myself to watch the other marvel movies! haha<|endoftext|>
"
USER:," oh!-- i have a friend who looks like the actor who plays spiderman.<|endoftext|>
"
USER:," oh really? to be honest i think the actor is not that good looking, so not so surprising! haha<|endoftext|>
"
USER:," yea. i think loki is the most handsome ðÿ˜€<|endoftext|>
"
USER:," who is loki? i've never heard that name before<|endoftext|>
"
USER:," he's the adopted brother of thor, god of thunder, and is burdened with glorious purpose. do you feel that burden?<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hey, what's up?<|endoftext|>
"
USER:," just chillin'. how are you?<|endoftext|>
"
USER:," i'm pretty good, thanks.<|endoftext|>
"
USER:," do anything interesting today?<|endoftext|>
"
USER:," i went to the local cafe and had a double espresso. it was delicious. what about you?<|endoftext|>
"
USER:," oh that's cool! i actually went to an amusement park and went on my first roller coaster!<|endoftext|>
"
USER:," oh my gosh. what was it like??<|endoftext|>
"
USER:," it was scary! it was actually kingda ka, the world's tallest roller coaster. ever heard of it?<|endoftext|>
"
USER:," no, never heard of it. but i'm not really a coaster aficianado. i've heard that some people get addicted to them and travel the world to try them.<|endoftext|>
"
USER:," oh wow! i'm not on that level yet, but i understand the appeal. are you an adrenaline junkie at all?<|endoftext|>
"
USER:," no, the opposite. i can't stand heights, horror movies, or confined spaces.<|endoftext|>
"
USER:," same! i guess the roller coaster wasn't so bad because i trust the engineering haha<|endoftext|>
"
USER:," ha, i suppose that makes sense! would you say that you enjoyed it?<|endoftext|>
"
USER:," maybe not so much at the time, but i am glad i did it now that it's done, know what i mean?<|endoftext|>
"
USER:,")<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hello there, how is it going?<|endoftext|>
"
USER:," all good. planning to head home soon. how about you?<|endoftext|>
"
USER:," i'm quite tired. there are a lot of things i need to finish before the end of the year.<|endoftext|>
"
USER:," oh... sorry to hear that. but after that it will be a hard earned vacation<|endoftext|>
"
USER:," yeah, looking forward to it. hope i don't get pinged during the holidays. are you going to travel these dates?<|endoftext|>
"
USER:," i have some tentative plans, but if that doesn't pan out, will just chill at home.<|endoftext|>
"
USER:," staying at home is always nice during the holidays<|endoftext|>
"
USER:," where are you based out of these days?<|endoftext|>
"
USER:," i'm working from la, nice weather around here. and you?<|endoftext|>
"
USER:," san francisco. it's been raining cats and dogs here since last 2-3 weeks<|endoftext|>
"
USER:," aw man, i'm sorry to hear that. at least it's not snow!<|endoftext|>
"
USER:," the flu has been hitting hard as well. i had several folks in the house down at one point.<|endoftext|>
"
USER:," that's really sad. are they feeling any better?<|endoftext|>
"
USER:," yes, everyone recovered now<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hello<|endoftext|>
"
USER:," how's it going?<|endoftext|>
"
USER:," extremely busy. i have been trying to prepare for the upcoming holidays. how about you?<|endoftext|>
"
USER:," i'm going to the bahamas. can't wait!!!<|endoftext|>
"
USER:," i'm jealous, take me with you!! i would love to have some warm weather right now<|endoftext|>
"
USER:," oh where are you now?<|endoftext|>
"
USER:," canada. there is another major snowstorm that might hit this weekend so i have been rushing to get everything done before it comes.<|endoftext|>
"
USER:," oh no. i never seen this in person. is it scary?<|endoftext|>
"
USER:," snow is not scary as long as you're prepared. you just need to be ready to not have electricity for a while. i enjoy the aftermath of a good snowstorm because then you can go sledding or skiing.<|endoftext|>
"
USER:," that does sound nice. so what are you doing these holidays?<|endoftext|>
"
USER:," i am having all of the extended family over for a big meal. we will also go <redacted_term> as well. what will you do in the bahamas?<|endoftext|>
"
USER:," nice nice. i'm gonna go snorkeling yey<|endoftext|>
"
USER:," sounds fun! i wish i knew how to swim!<|endoftext|>
"
USER:," you can stay on the shallow side i think. well hope you enjoy time with your extended family!<|endoftext|>
"
USER:," that's true. you too, have a great time snorkeling!<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hi! how was your weekend?<|endoftext|>
"
USER:," pretty good. just went to church and hangout with friends<|endoftext|>
"
USER:," nice<|endoftext|>
"
USER:," did you do anything?<|endoftext|>
"
USER:," i made donuts and samosas with an air fryer have you used one of those before<|endoftext|>
"
USER:," yum yum yum no only good old oily frier<|endoftext|>
"
USER:," haha<|endoftext|>
"
USER:," do you have one at your home or were you at a friends place?<|endoftext|>
"
USER:," i was at my parents' place what are you up to for thanksgiving?<|endoftext|>
"
USER:," i'm going to impersonate a pumpkin<|endoftext|>
"
USER:," wow, those are unique plans<|endoftext|>
"
USER:," i'm pretty unique person<|endoftext|>
"
USER:," i think so too<|endoftext|>
"
USER:," any other hobbies besides air frying everything? ðÿ‚<|endoftext|>
"
USER:," i want to start fermenting things kimchi for example sounds like a fun thing to ferment takes a few days apparently miso takes a couple years to fermen<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," heya, nice to meet you, i'm paul<|endoftext|>
"
USER:," nice to meet you too! i'm james. how are you doing today?<|endoftext|>
"
USER:," i'm doing ok. looking forwards to the weekend. how about you?<|endoftext|>
"
USER:," same here! i hope the weather will be nice<|endoftext|>
"
USER:," oh yeah, but i don't have my hopes too high, i heard there could be a storm coming our way<|endoftext|>
"
USER:," oh no, which areas will be affected?<|endoftext|>
"
USER:," they mentioned that the whole city will experience harsh weather and that people in the outskirts will probably not get much rain and wind<|endoftext|>
"
USER:," uh oh, i'd better not to plan for bbq then instead just enjoying playing board games inside ðÿ‚<|endoftext|>
"
USER:," yeah, it'll be good weather for staying inside with a cup of hot chocolate. too bad my street usually floods, so i'll have to check for that<|endoftext|>
"
USER:," yea, you'd better check. where do you live?<|endoftext|>
"
USER:," i live at the bottom of the valley, cheap area but we do get affected by this kind of stuff a lot haha<|endoftext|>
"
USER:," gotcha. anything you love about where you live?<|endoftext|>
"
USER:," well, the food around the area is amazing, which is definitely a plus.<|endoftext|>
"
USER:," nice! i'd love to come visit that area some times<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hello, who am i having the pleasure to chat with ðÿ‚<|endoftext|>
"
USER:," i am the superman! what about you?<|endoftext|>
"
USER:," haha. great chating with superman, what is your power?<|endoftext|>
"
USER:," being invisible. you won't see me.<|endoftext|>
"
USER:," haha. what else can you do? can you read minds?<|endoftext|>
"
USER:," i would rather trust fmri and machine learning to do this. i am not an expert on that. sorry for it!<|endoftext|>
"
USER:," wow that seems pretty technical. what does fmri mean?<|endoftext|>
"
USER:," the brain imaging thing that can tell you a brain's activity at a pretty high resolution.<|endoftext|>
"
USER:," okay! so you seem to like science a lot?<|endoftext|>
"
USER:," i believe in science! science is my god!<|endoftext|>
"
USER:," are you also doing science?<|endoftext|>
"
USER:," no, i'm bad at science. what can science do? is it the most important thing for society?<|endoftext|>
"
USER:," people are always arguing. probably both science and democracy are both important i guess.<|endoftext|>
"
USER:," does it make sense?<|endoftext|>
"
USER:," i think so. thanks for your point!<|endoftext|>
"
USER:," hello, nice to meet you<|endoftext|>
"
USER:," if you could eat only one food for the rest of time, what would it be?<|endoftext|>
"
USER:," hmm... that's a tough one. i think i would go asian food > chinese food > stirfry. what about you?<|endoftext|>
"
USER:," i think ice-cream. it may not be good for me, but i wouldn't care, haha<|endoftext|>
"
USER:," i love ice cream too!<|endoftext|>
"
USER:," okay, top three flavors?<|endoftext|>
"
USER:," i like vanilla more than chocolate ice cream. i typically will do any variations on vanilla. to pick from the top of my head, i would say cookies and cream, mint chocolate chip, and coffee. how about you?<|endoftext|>
"
USER:," boysenberry one, strawberry two, maybe straight chocolate number 3 to mix it up a bit.<|endoftext|>
"
USER:," very nice. i love sorbet's and smoothies. changing topics, do you believe in an afterlife?<|endoftext|>
"
USER:," yes. i wonder if i'm in it right now. how would i know? what do you think?<|endoftext|>
"
USER:," i think so. i feel there must be something more than the physical world as we understand it.<|endoftext|>
"
USER:," there's a mental world, i suppose? understanding itself<|endoftext|>
"
USER:," what is the most supernatural experience you have ever had?<|endoftext|>
"
USER:," i went to a seance once in college. they had a ouija board. i can't remember if we actually contacted the spirit world because i had a bit too much to drink.<|endoftext|>
"
USER:," haha.. that's a cool experience. i went to a hindu retreat before, a number of buddhist temples, and hung out with christian mystics in santa cruz before.<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hi, how are you doing!<|endoftext|>
"
USER:," i'm doing well. what are you up to?<|endoftext|>
"
USER:," yeah, typical work stuff. check emails and 99% of the inbox. delete 99%<|endoftext|>
"
USER:," wow, that's impressive. i already gave up on cleaning emails long ago<|endoftext|>
"
USER:," lol doesn't it bother you at all<|endoftext|>
"
USER:," yea, a little bit, but it's okay ðÿ‚ what do you enjoy doing outside work?<|endoftext|>
"
USER:," well, movie? i watched terminator last night. it was a nice movie<|endoftext|>
"
USER:," ah cool. so you like action movies?<|endoftext|>
"
USER:," not really. but it was fun to watch with friends ðÿ‚ it was touching at the end of the movie<|endoftext|>
"
USER:," what happened there? i watched bits of terminators movies but never a full one<|endoftext|>
"
USER:," are you sure you want the spoiler ðÿ‚<|endoftext|>
"
USER:," haha sure. by the time, i get to it; i will forget the details, only knowing that it's touching at the end<|endoftext|>
"
USER:," ðÿ˜‚ well someone died at the end or some robots, to be more accurate ðÿ˜‰<|endoftext|>
"
USER:," oh no, so it's not happy ending?<|endoftext|>
"
USER:," the leading character is still alive and the bad robots was killed too. so i guess it is happy ending<|endoftext|>
"
USER:," then i want to watch it! you didn't spoil much ðÿ‚<|endoftext|>
"
USER:," nice! hope you enjoy it!<|endoftext|>
"
USER:," thanks!<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hey, how are you?<|endoftext|>
"
USER:," doing great! what are you looking forward to?<|endoftext|>
"
USER:," thanksgiving holidays ðÿ‚<|endoftext|>
"
USER:," yay! turkey and shopping!<|endoftext|>
"
USER:," not a big turkey fan! i find it too dry<|endoftext|>
"
USER:," yea me too. i sometimes eat noodle soups in thanksgiving instead haha<|endoftext|>
"
USER:," yeah, i would have noodles anyday over turkey. not sure how the turkey tradition started<|endoftext|>
"
USER:," me neither. someone told me that it depends on the stuffing inside the turkey. some people make very good stuffing<|endoftext|>
"
USER:," yeah, that and the gravy. gravy helps make it taste better too. but apart from food, black friday deals are a catch. let's see what they have this year<|endoftext|>
"
USER:," yea. what do you plan to buy?<|endoftext|>
"
USER:," thinking of getting a fitbit<|endoftext|>
"
USER:,")<|endoftext|>
"
USER:," yeah, just keeping calories in check<|endoftext|>
"
USER:," yay, all the best with keeping calories in check!<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hi there ðÿ‚ how's your day so far?<|endoftext|>
"
USER:," doing well. what are you up to?<|endoftext|>
"
USER:," busy busy! i've had back-to-back meetings all day<|endoftext|>
"
USER:," same here. what do you love to do beside meetings? ðÿ‚<|endoftext|>
"
USER:," well i've gotten really into yoga lately. i went to a class today and it was super hard<|endoftext|>
"
USER:," aww .. i hope things will get less hard and you become an expert in it! i heard many great things about yoga<|endoftext|>
"
USER:," yeah the teacher seems super awesome so i will definitely keep trying what activities do you enjoy?<|endoftext|>
"
USER:," ah i enjoy playing soccer and tennis ðÿ‚ unfortunately, winter is not the best time for those ðÿ‚<|endoftext|>
"
USER:," oh that's too bad. is it hard to find a place to play soccer or tennis indoors?<|endoftext|>
"
USER:," yea. i enjoy playing outside though, just a little cold ðÿ‚ what else do you do beside yoga?<|endoftext|>
"
USER:," i also like to sing, i perform with a group sometimes. do you like music?<|endoftext|>
"
USER:," yea definitely! i love singing karaoke. my wife is a pianist ðÿ‚<|endoftext|>
"
USER:," haha that's awesome! karaoke is really fun, i do it with my friends sometimes<|endoftext|>
"
USER:," awesome. glad to find something in common!<|endoftext|>
"
USER:," hi!<|endoftext|>
"
USER:," hey there<|endoftext|>
"
USER:," hey anything new?<|endoftext|>
"
USER:," not too much. just really looking forward to the holidays!<|endoftext|>
"
USER:," any plans?<|endoftext|>
"
USER:," yes! i'm going to mexico and i couldn't be more excited<|endoftext|>
"
USER:," that's awesome! i never been!<|endoftext|>
"
USER:," oh man i would highly recommend it<|endoftext|>
"
USER:," are you a food person, a sightseeing person or neither?<|endoftext|>
"
USER:," that's a great question, and i'm definitely both. this trip will mostly be about food though, and relaxing<|endoftext|>
"
USER:," i'm a food person i think. any specific foods you're planning on trying?<|endoftext|>
